,emp_title,annual_income,homeownership
815,plant lead,75000.0,MORTGAGE
816,lpn,45000.0,MORTGAGE
817,analyst,83000.0,RENT
818,plumber,130000.0,MORTGAGE
819,camera repair technician,72465.0,RENT
820,rural delivery ,48000.0,MORTGAGE
821,director of global compliance,126700.0,MORTGAGE
823,director of property operations,116480.0,RENT
825,vp interior design ,160000.0,MORTGAGE
826,legal assistant,72000.0,MORTGAGE
827,manager,45000.0,RENT
828,teacher,38000.0,RENT
829,facilities officer,75000.0,MORTGAGE
830,project manager,120000.0,RENT
831,director,55000.0,RENT
832,teacher ,67000.0,RENT
833,general manager,48200.0,MORTGAGE
834,national sales manager,180000.0,MORTGAGE
836,bookkeeper and human resources,41600.0,MORTGAGE
837,sales chat banker,50000.0,MORTGAGE
838,supervisory msa,46500.0,RENT
839,sales/it consulting ,65000.0,RENT
840,mechanic ,54000.0,MORTGAGE
841,service manager,35000.0,RENT
842,customer service ,46000.0,MORTGAGE
843,office manager,38000.0,MORTGAGE
844,manager,75000.0,MORTGAGE
845,owner,80000.0,OWN
846,community outreach & development manager,88000.0,RENT
847,designer,36000.0,MORTGAGE
849,financial analyst,70000.0,RENT
850,lieutenant,119000.0,MORTGAGE
851,real estate,40000.0,OWN
852,dental assistant ,40000.0,MORTGAGE
853,chief nursing officer,140000.0,RENT
854,occupational therapist,54000.0,MORTGAGE
855,clinical care manager,54500.0,MORTGAGE
856,librarian,64000.0,RENT
857,financial officer,26000.0,MORTGAGE
858,plumber,60000.0,MORTGAGE
860,anesthesia tech,44000.0,MORTGAGE
861,maintenance superintendent,40000.0,MORTGAGE
862,handyman,65000.0,RENT
863,service drive manager,92000.0,MORTGAGE
864,teacher,80000.0,MORTGAGE
865,teacher,44000.0,RENT
866,teacher /specialist,40250.0,MORTGAGE
867,general maintenance,98000.0,MORTGAGE
868,district manager ,140000.0,RENT
869,carpenter,100000.0,MORTGAGE
870,machinist,45000.0,OWN
871,regional hr manager,96000.0,MORTGAGE
872,sales account manager,75000.0,RENT
873,motor vehicle operator,67500.0,OWN
874,owner ,70000.0,OWN
875,sergeant,35000.0,OWN
876,medical support assistant ,68000.0,MORTGAGE
877,editorial director,70000.0,MORTGAGE
878,owner operator,36000.0,OWN
879,department manager ,26000.0,RENT
880,sr operations manager,80000.0,MORTGAGE
881,director,150000.0,OWN
882,owner ,22000.0,OWN
883,truck driver,52000.0,MORTGAGE
884,machine operator,50000.0,OWN
885,correctional probation sr officer,38000.0,RENT
886,sr manager,175000.0,MORTGAGE
887,owner,175000.0,RENT
888,nurse practitioner,65000.0,RENT
889,human resources manager,109000.0,OWN
890,assistant office manager,30000.0,RENT
891,csr,26000.0,MORTGAGE
892,production and warehouse,23000.0,OWN
893,call center manager,39000.0,OWN
896,fleet manager,80000.0,RENT
897,electronic tech,110000.0,MORTGAGE
898,project manager ,90000.0,OWN
900,teacher,59182.0,MORTGAGE
901,physical therapist,63000.0,MORTGAGE
902,used car director,120000.0,MORTGAGE
903,detailer,25000.0,RENT
904,business process compliance ,120000.0,MORTGAGE
905,owner principle broker ,132323.0,MORTGAGE
906,business analyst,100000.0,RENT
907,customer service representative ,67000.0,OWN
908,quota analyst ,49000.0,RENT
909,banker,75000.0,RENT
910,process operator,90000.0,RENT
911,1sg,78000.0,MORTGAGE
912,manager,30000.0,RENT
913,asst project coordinator,40000.0,OWN
914,plant manager,75000.0,MORTGAGE
915,dog groomer,50000.0,RENT
916,vice president emergency services ,106000.0,MORTGAGE
917,rn,110000.0,MORTGAGE
918,programmer,94000.0,MORTGAGE
919,youthdevelopment,40000.0,MORTGAGE
920,bartender/manager,50000.0,RENT
921,foreman,70000.0,MORTGAGE
922,assistant manager,54000.0,RENT
923,right of way agent,77100.0,RENT
925,production coordinator,45000.0,MORTGAGE
926,technician,60000.0,RENT
928,driver/operator,61000.0,RENT
929,sr project manager,75000.0,MORTGAGE
930,owner,48000.0,OWN
931,sr manager operations support,75000.0,OWN
932,credit analyst,47000.0,RENT
933,owner,9996.0,OWN
934,runner,42585.6,RENT
935,manager,70000.0,MORTGAGE
936,finance manager,112000.0,MORTGAGE
937,faculty,60000.0,RENT
938,hr coordinator,70000.0,RENT
939,stylist,26000.0,RENT
940,legal assistant/paralegal,54000.0,RENT
941,assistant service department manager ,81000.0,RENT
942,mixer operator,50000.0,MORTGAGE
943,branch sales officer,75000.0,MORTGAGE
944,legal assistant,56500.0,RENT
945,medical assistant ,37000.0,RENT
946,account manager,50000.0,MORTGAGE
947,owner,182000.0,MORTGAGE
948,flight attendant,45000.0,RENT
949,fleet manager/route check in supervisor,55000.0,MORTGAGE
950,lab technician ,43000.0,MORTGAGE
951,purchasing agent,70000.0,RENT
952,sales,90000.0,RENT
953,repair technician,60500.0,RENT
954,officer,142000.0,MORTGAGE
955,lead application soa architect,195000.0,RENT
956,sergeant first class,60000.0,MORTGAGE
957,manicurist,65000.0,MORTGAGE
958,rn,108000.0,MORTGAGE
959,teacher,40000.0,MORTGAGE
960,aircraft mechanic,95000.0,MORTGAGE
961,program officer,73000.0,RENT
962,driller,165000.0,MORTGAGE
963,jeweler ,46000.0,OWN
964,bus driver,15000.0,MORTGAGE
965,lead operator,60000.0,MORTGAGE
966,order manager,42000.0,OWN
967,tech,38000.0,MORTGAGE
968,rn,80000.0,RENT
969,project manager,65000.0,MORTGAGE
970,facility administrator,120000.0,RENT
971,electrical assembler,45000.0,OWN
972,general manager,300000.0,RENT
973,designer,56000.0,MORTGAGE
974,chaplain/bereavement,78000.0,MORTGAGE
975,compliance specialist ii,69000.0,OWN
976,tax director,205000.0,RENT
977,research faculty associate,86000.0,RENT
978,supervisor,69000.0,MORTGAGE
979,executive assistant to the director,66000.0,RENT
980,production manager,98560.0,RENT
981,team lead,60000.0,RENT
982,vice president sales,150000.0,MORTGAGE
983,owner,65000.0,MORTGAGE
984,nurse,59200.0,MORTGAGE
985,forlkift opperator,56800.0,RENT
986,manager,80000.0,MORTGAGE
987,edi specialist,53000.0,OWN
988,solo practitioner,80000.0,RENT
989,senior accountant,80000.0,MORTGAGE
990,command master chief,105000.0,MORTGAGE
991,investment & planning analyst,40000.0,RENT
992,community bank president,142500.0,MORTGAGE
993,manager,103500.0,MORTGAGE
994,owner,60000.0,RENT
995,hot end fiberizer,90000.0,RENT
996,messenger,71000.0,RENT
998,jrotc instructor ,135500.0,MORTGAGE
999,relationship manager ,44346.0,RENT
1000,staff rn 2,120000.0,MORTGAGE
1001,systems technician,50000.0,RENT
1002,account manager,46000.0,MORTGAGE
1003,gm manager,140000.0,MORTGAGE
1004,retired,87000.0,OWN
1005,master certified spanish interpreter ,67200.0,OWN
1006,president of media division,320000.0,MORTGAGE
1007,general manager,52499.2,RENT
1008,asst manager ,36000.0,MORTGAGE
1009,executive assistant,54000.0,MORTGAGE
1011,invoice,50000.0,MORTGAGE
1012,professor of english,90000.0,MORTGAGE
1013,caretaker,71000.0,OWN
1014,commercial loader,31000.0,RENT
1015,correction officer,58000.0,RENT
1016,captain,138000.0,RENT
1017,project specialist,80000.0,RENT
1018,realtor,28000.0,RENT
1019,nail tech,47000.0,MORTGAGE
1020,driver,64000.0,MORTGAGE
1021,process sample lab tech,50000.0,MORTGAGE
1022,director,85000.0,MORTGAGE
1023,finance manager/ hr manager,170000.0,MORTGAGE
1024,truck driver,63215.0,MORTGAGE
1025,service technician,75000.0,MORTGAGE
1026,insurance consultant agent,113000.0,MORTGAGE
1027,tech support,25000.0,RENT
1028,supervisor medical assisant,42000.0,MORTGAGE
1029,sr training specialist,118000.0,MORTGAGE
1030,budget analyst,112000.0,MORTGAGE
1031,licensed mental health counselor ,50000.0,RENT
1032,department manager,35000.0,OWN
1033,technical support representative,37024.0,RENT
1034,assembler,50000.0,RENT
1035,kitchen manager,22000.0,MORTGAGE
1036,deputy manager,86850.0,MORTGAGE
1037,merchandise processor,36000.0,OWN
1038,owner,40000.0,MORTGAGE
1039,cdl driver,60000.0,MORTGAGE
1040,shipping and receiving ,53000.0,MORTGAGE
1041,assistant bakery manager,31000.0,RENT
1043,superintendent ,117000.0,MORTGAGE
1044,cable technician,95000.0,RENT
1045,optics r&d lab manager ,100600.0,RENT
1046,certified nursing assistant,30000.0,RENT
1047,tool builder,55000.0,OWN
1048,contractor,48000.0,RENT
1049,"avp, business development",160000.0,MORTGAGE
1050,patrolman,50000.0,MORTGAGE
1051,ramp service employee,45000.0,MORTGAGE
1052,field service/customer service tech,55000.0,MORTGAGE
1053,forms and records analyst,48000.0,RENT
1054,registered nurse,75000.0,RENT
1055,research & development ,50000.0,MORTGAGE
1056,mortgage loan administrator,47000.0,OWN
1057,superintendent ,160000.0,OWN
1058,regional vice president,300000.0,RENT
1059,registered dietitian,66800.0,RENT
1060,office manager,85000.0,RENT
1062,registered nurse,56368.0,RENT
1063,administrator,120000.0,OWN
1064,case manager,70000.0,RENT
1065,ophthalmic technician,50000.0,MORTGAGE
1066,courier,35000.0,OWN
1067,school counselor,62000.0,RENT
1069,route safety and compliance manager ,120000.0,MORTGAGE
1070,client advisor,150000.0,MORTGAGE
1071,supervisor ,61000.0,MORTGAGE
1072,teacher ,38500.0,RENT
1073,registration coordinator,40390.0,RENT
1074,new property coordinator,30000.0,OWN
1075,validation engineering advisor,90000.0,RENT
1076,delivery driver,43000.0,RENT
1077,apps dev consultant,99000.0,OWN
1078,cna,65000.0,RENT
1079,truck driver,120000.0,MORTGAGE
1080,metal fabricator ,50000.0,OWN
1081,respiratory therapist,110000.0,MORTGAGE
1082,network security engineer,103000.0,RENT
1083,driver,180000.0,MORTGAGE
1084,owner,85000.0,RENT
1085,financial analyst,72100.0,MORTGAGE
1086,counselor,35000.0,OWN
1087,supervisor call center,28000.0,RENT
1088,colonel ,156000.0,MORTGAGE
1089,trainer,147000.0,MORTGAGE
1090,security guard ,50000.0,RENT
1091,commercial loan underwriter ,150000.0,OWN
1092,package driver ,130000.0,RENT
1093,carpenter,75000.0,MORTGAGE
1094,it technician,76000.0,RENT
1095,sr project manager,90000.0,RENT
1096,book keeper,95000.0,RENT
1097,claims supervisor,59000.0,RENT
1098,letter carrier,62000.0,MORTGAGE
1099,server,70000.0,RENT
1100,sales professional,50000.0,OWN
1101,office manager`,65000.0,RENT
1102,machine operator,50000.0,RENT
1103,financial advisor,64000.0,RENT
1104,technician,90000.0,RENT
1106,cto,200000.0,MORTGAGE
1107,president ,75000.0,RENT
1108,manager,65000.0,RENT
1109,assistant director ,118000.0,MORTGAGE
1110,logistics nco,65800.0,MORTGAGE
1111,owner,30000.0,RENT
1112,pricing,41000.0,MORTGAGE
1113,vocational counselor,56000.0,RENT
1114,system engineer,130000.0,RENT
1115,teaching assistant iii,48000.0,RENT
1116,tech,32000.0,OWN
1117,medical deliver driver,40000.0,MORTGAGE
1118,load builder,27511.0,MORTGAGE
1119,it consultant,70000.0,MORTGAGE
1120,pilot,190000.0,MORTGAGE
1121,managment systems support,68200.0,MORTGAGE
1122,asset protection specialist,35860.0,RENT
1123,housekeeping supervisor,28600.0,RENT
1124,food server,38000.0,RENT
1125,owner,90000.0,MORTGAGE
1126,attorney - member,350000.0,MORTGAGE
1127,ramp agent ,20000.0,RENT
1128,patient account coordinator,65000.0,RENT
1129,fiscal assistant ,51000.0,RENT
1131,director of property management,85000.0,MORTGAGE
1132,teacher,71000.0,OWN
1134,vp & chief compliance officer,232000.0,MORTGAGE
1135,work houseman,30000.0,MORTGAGE
1136,transportation services,66000.0,MORTGAGE
1137,foreman ,68000.0,MORTGAGE
1138,captain,82000.0,RENT
1139,sr network engineer,78000.0,MORTGAGE
1140,retail,40000.0,MORTGAGE
1141,staff accountant,91275.0,RENT
1142,pipe fitter,35000.0,RENT
1143,police officer,110000.0,MORTGAGE
1144,program analyst iii,64000.0,RENT
1145,ramen chef,35000.0,RENT
1146,operations manager,29415.0,RENT
1148,cfm specialist,86000.0,RENT
1149,president,250000.0,MORTGAGE
1150,truck driver,48000.0,RENT
1151,equal employment officer,111000.0,MORTGAGE
1152,manager,35000.0,RENT
1153,shipping manager,32000.0,RENT
1154,owner,61846.0,RENT
1155,senior systems analyst,115000.0,RENT
1156,data scientist/ developer ,122000.0,MORTGAGE
1157,bookkeeping/audit,38700.0,RENT
1158,branch manager,59000.0,RENT
1159,operations manager,80000.0,RENT
1160,registered nurse,62000.0,OWN
1161,er receptionist,74400.0,MORTGAGE
1162,clinical nurse supervisor ,70000.0,OWN
1163,radiation therapist,86000.0,MORTGAGE
1164,cna,37000.0,MORTGAGE
1165,staffing manager,164000.0,RENT
1167,asm - managee,55000.0,MORTGAGE
1168,dispatcher,30000.0,MORTGAGE
1170,sales manager ,101000.0,MORTGAGE
1171,office manager,32000.0,RENT
1172,purchasing agent i,55000.0,RENT
1173,bdc rep,39000.0,RENT
1175,counselor,43125.0,MORTGAGE
1176,pr director,185000.0,MORTGAGE
1177,parts sales,63000.0,MORTGAGE
1178,rn,94000.0,OWN
1179,police officer,70000.0,MORTGAGE
1180,manager,70000.0,MORTGAGE
1181,technical support specialist,31000.0,RENT
1182,registered nurse,100000.0,MORTGAGE
1183,sr appraiser,130000.0,RENT
1184,loan processor,135000.0,MORTGAGE
1186,bestro,40000.0,MORTGAGE
1187,plan sponsor service consultant,50000.0,RENT
1188,machine operator,46000.0,RENT
1189,sales,27000.0,OWN
1190,police officer,77500.0,MORTGAGE
1192,k9 sgt ,44000.0,OWN
1193,support,26000.0,RENT
1194,social worker,52000.0,RENT
1195,sales,150000.0,MORTGAGE
1196,maintenance supervisor,104000.0,MORTGAGE
1198,premise technician,50000.0,MORTGAGE
1199,inventory analyst ,55200.0,RENT
1200,sr it business analyst,87000.0,RENT
1201,senior executive chef,98000.0,MORTGAGE
1202,vp tech support andtraining,110000.0,MORTGAGE
1203,order fulfillment coordinator,51000.0,RENT
1204,maintenance,60000.0,MORTGAGE
1205,wrapper,25000.0,MORTGAGE
1206,management analyst ,110000.0,MORTGAGE
1208,driver,25000.0,RENT
1209,parts manager,90000.0,MORTGAGE
1210,office manager,83600.0,RENT
1211,manager,70000.0,OWN
1212,first level officer,61000.0,MORTGAGE
1213,regional rep,63000.0,MORTGAGE
1214,rda,50000.0,RENT
1215,manager admin services,65000.0,MORTGAGE
1216,chief unified network communications brn,109000.0,MORTGAGE
1217,national strategic account manager,210000.0,MORTGAGE
1218,clerk,57626.0,MORTGAGE
1219,regional manager,145000.0,MORTGAGE
1221,director of operations,91000.0,MORTGAGE
1222,police officer,209000.0,MORTGAGE
1223,regional director of operations,125000.0,MORTGAGE
1224,owner,105000.0,RENT
1225,recruiter,72000.0,MORTGAGE
1226,stna ,40800.0,OWN
1227,solution architect,130000.0,MORTGAGE
1228,corporate business analyst,71500.0,OWN
1229,finance director ,70000.0,MORTGAGE
1230,account manager,70000.0,OWN
1231,sql report developer,88000.0,RENT
1232,deli manager,75000.0,RENT
1233,sr software engineer,168000.0,MORTGAGE
1234,sales department supervisor ,40000.0,RENT
1235,sales/service ,165000.0,MORTGAGE
1236,regional operations manager,52000.0,MORTGAGE
1237,nurse practitioner ,98000.0,MORTGAGE
1238,field supervisor,55000.0,RENT
1239,rn,72000.0,MORTGAGE
1241,senior paralegal,160000.0,MORTGAGE
1243,senior partner,375000.0,RENT
1245,clerk,39000.0,MORTGAGE
1246,sr project manager,200000.0,RENT
1249,claims adjuster ,42700.0,RENT
1250,msw social worker,58000.0,RENT
1252,maintenance ,35000.0,MORTGAGE
1254,concierge,92000.0,MORTGAGE
1256,housekeeper,40758.0,MORTGAGE
1257,loss recovery specialist ,103000.0,RENT
1258,social worker,80000.0,RENT
1259,purchasing assistance,43000.0,MORTGAGE
1260,truck driver,72000.0,MORTGAGE
1261,engineer,81200.0,MORTGAGE
1263,self employed,100000.0,OWN
1264,de/sar underwriter,150000.0,MORTGAGE
1265,sales,33000.0,RENT
1266,administrative assistant ,41000.0,RENT
1267,manager,113000.0,MORTGAGE
1268,of counsel,315000.0,MORTGAGE
1269,supervisor,47757.0,RENT
1270,warehouse,90000.0,RENT
1271,contractor,30000.0,RENT
1272,investment lead,93000.0,RENT
1273,sales,80000.0,RENT
1274,instructor,60000.0,MORTGAGE
1275,welder,38000.0,OWN
1276,director of academic success center,50000.0,MORTGAGE
1278,management analyst,95000.0,MORTGAGE
1279,director of operations,155000.0,RENT
1280,underwriters assistant,62100.0,MORTGAGE
1281,human resources,55000.0,MORTGAGE
1282,owner,80000.0,MORTGAGE
1283,realtor,130000.0,MORTGAGE
1284,recruiter,78000.0,MORTGAGE
1285,supervisor,47500.0,RENT
1286,concierge,60000.0,RENT
1287,physician,230000.0,RENT
1288,retail associat,25000.0,RENT
1289,ct scan technologist,70000.0,RENT
1290,warehouse,25000.0,RENT
1291,project manager ,100000.0,MORTGAGE
1292,payroll secretary,40000.0,OWN
1293,medical records,33000.0,RENT
1294,assessment clerk,54237.0,RENT
1295,program director,140000.0,RENT
1296,superintendent ,200000.0,MORTGAGE
1297,owner,85000.0,MORTGAGE
1298,advanced individual training instructor,77177.88,MORTGAGE
1299,referee ,85000.0,OWN
1300,bartender/server,20000.0,RENT
1301,professor,84500.0,MORTGAGE
1303,electrician,31000.0,RENT
1304,nursing supervisor ,66000.0,RENT
1305,mechanic,62000.0,MORTGAGE
1307,sales  ,35790.0,RENT
1308,manager,30000.0,MORTGAGE
1309,international shipping agent,45000.0,MORTGAGE
1310,accounting assistant,31000.0,RENT
1311,credit analyst,100000.0,MORTGAGE
1312,new accounts rep ,31700.0,MORTGAGE
1313,sergeant ,42000.0,RENT
1314,nurse,65000.0,MORTGAGE
1315,senior superintendent ,115000.0,MORTGAGE
1316,sr project manager,158000.0,RENT
1317,quality engineer ,62400.0,MORTGAGE
1318,customer service representative,36000.0,RENT
1319,truck foremen,55000.0,RENT
1320,data coordinator,56400.0,MORTGAGE
1321,strategic account manager,105000.0,RENT
1322,clerk ,38000.0,RENT
1323,senior manager ,115000.0,MORTGAGE
1324,care giver,77017.0,OWN
1325,senior audit analyst,55000.0,RENT
1326,sales,48000.0,OWN
1327,consultant,220000.0,OWN
1328,branch manager ,59000.0,RENT
1329,flight attendant,72000.0,RENT
1331,development engineer,66920.0,MORTGAGE
1332,lead sales associate,53000.0,MORTGAGE
1333,scheduling,26000.0,MORTGAGE
1334,project manager,76000.0,RENT
1335,surgery assistant,55000.0,OWN
1336,operator,78000.0,OWN
1337,senior insurance sales rep,110000.0,MORTGAGE
1338,service tech,58000.0,MORTGAGE
1339,director of operations - women's basketb,48000.0,RENT
1340,owner,90000.0,MORTGAGE
1341,manager,62000.0,MORTGAGE
